RequestId,RequestCategory,Location,RequestType,PriorityLevel,LeadVolunteerNeeded,ForSelfOrOthers,IsCalamity,Subject,Description,LanguagePreferred,RequestorId,Status,Duration,AssignedVolunteer,REQ_ID
2a99dcda-79f6-4cca-91ba-f369f78b80bf,Education and Career Support,"9448 Dean Mission, Perezshire, VA 62927",Remote,Low,Yes,Others,No,Mentor required for college application,Student needs academic support in math and science for weekly sessions.,Telugu,b4228f0f-5673-4004-9b9f-f86a4658c617,Assigned,28,,
c78445c3-1346-4b0a-9967-1156e1911c93,Education and Career Support,"6074 Potter Union, Kevinbury, GU 03320",InPerson,Low,Yes,Others,No,Mentor required for college application,A job seeker needs help preparing a resume and practicing interviews.,English,dccb8d64-524e-4446-84e9-4c324149e568,Assigned,17,,
de3b3d56-1362-487e-a2e1-72d54039c6cb,Healthcare and Wellbeing,"Unit 0555 Box 5396, DPO AP 53523",InPerson,Medium,Yes,Others,Yes,Medical appointment assistance,Individual needs help performing daily physiotherapy exercises.,English,0ba42e24-a3ce-40cd-9af2-95ab9490ebf2,Assigned,11,,
919614ee-fd0b-4705-b084-dec40c662303,Education and Career Support,"1503 Brooks Forks, Port Joseph, ID 13231",InPerson,Low,Yes,Others,Yes,Need tutor for school subjects,Student needs academic support in math and science for weekly sessions.,Bengali,e6c477da-89f4-40af-95a0-02b7d93dd81e,Completed,9,,
88e01d96-7eea-4277-b522-7ffe22e714f0,Food and Essentials,"6765 Tate Views Apt. 153, North Deborahview, MS 96957",Remote,Low,Yes,Others,Yes,Help needed with meal delivery,Essential food supplies needed for a financially distressed family.,Spanish,22646934-f25f-42ff-9e0b-d6696ec5cc42,Assigned,8,,
818b7ce5-289a-48aa-968c-79e689f411ee,Healthcare and Wellbeing,"98853 Chris Rue, South Monica, CT 54090",Remote,Low,Yes,Others,Yes,Support needed for physiotherapy exercises,Request for someone to assist with basic wound dressing.,Tamil,0cfb68c5-7c46-4139-957a-5a4a2f35bbf4,Open,26,,
0d00f7b8-0de6-4c21-ba8a-6f897820e341,Education and Career Support,"22688 Reed Mount Apt. 835, Bennettton, ID 08151",InPerson,Medium,No,Self,Yes,Help with resume and job search,A job seeker needs help preparing a resume and practicing interviews.,Tamil,9e708319-4f49-4769-84ce-4ae5e479048e,Open,13,,
e7a7a09a-4717-4207-bf82-ab0a56b953df,Housing,"124 Nichols Village, Kingshire, NV 38986",Remote,High,Yes,Self,Yes,Help with minor home repairs,Volunteers needed for packing and moving household items.,English,046c4251-718f-4684-ba5f-083e6e7c838c,Open,3,,
0f1147d1-8963-4373-a62a-4cfe334f251b,Clothing Support,"791 Deleon Point Suite 397, Wolfview, PR 38895",Remote,Medium,No,Others,No,Requesting blankets and jackets,A low-income family needs warm clothing for two adults and one child.,Spanish,2caabdc8-496c-4e6b-9580-be1e0cab35f9,Completed,20,,
b9900e7e-e652-4457-b49f-486bfe67def1,Healthcare and Wellbeing,"2197 Paul Station Apt. 371, Curtisfort, ME 92591",InPerson,High,Yes,Self,Yes,Medical appointment assistance,Volunteer needed to accompany a patient to a medical appointment.,Tamil,c15338e2-9f2c-416d-87f8-d41aeb9dcd9d,Completed,19,,
98945e96-a904-4529-9c8e-f6957cc6899b,Clothing Support,"059 Regina Fords, Abigailville, DC 00876",Remote,High,No,Others,No,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,Tamil,7eb9a574-3ca6-4eaa-a262-13c073050665,Assigned,22,,
90ccde81-c469-43cb-b7ea-561ba3259376,Housing,"449 Solis Ways Apt. 302, South Keithmouth, DE 15822",Remote,Low,No,Self,Yes,Temporary shelter assistance,Person needs temporary shelter after losing housing.,Spanish,239e63f3-dcd5-48da-b25c-54be1dfdc7aa,Open,2,,
8e716afd-5485-4416-a34c-c30ac0602ad2,Housing,"024 Hector Villages Suite 596, Lake Jessica, MN 13984",Remote,High,No,Self,Yes,Help with minor home repairs,Volunteers needed for packing and moving household items.,Telugu,17d23447-dc83-493e-a9a6-ed06b1612dda,Assigned,26,,
ae18cbb4-8970-49d3-8500-f3ab40afa1bb,Elderly Support,"13526 Dorsey Plaza Apt. 719, Mortonton, KY 64564",Remote,Medium,Yes,Others,No,Companion for elderly person,A senior citizen is looking for someone to talk with daily.,English,d62bd3ee-79d0-45b7-9ff0-dde2be0a81bc,Completed,22,,
6efd0455-8fa9-4cb0-9623-1aaae454526e,Healthcare and Wellbeing,"4979 James Prairie Suite 380, East Tanya, CA 22155",Remote,Medium,No,Self,Yes,Help required for basic wound dressing,Request for someone to assist with basic wound dressing.,Tamil,5a2f3164-cabe-488c-a33b-73d209ab08c4,Assigned,29,,
805f794c-1b15-4794-a46f-0926bff6dcd0,Housing,"9555 Flores Gardens, Rollinsport, GU 28905",InPerson,Low,Yes,Others,Yes,Help with minor home repairs,Person needs temporary shelter after losing housing.,Tamil,2ebdd281-d6dd-438e-b5c9-2164a1b9da59,Open,2,,
23c0e23a-95b3-4cda-bb9d-d4d8fe57f4d0,Healthcare and Wellbeing,"89398 Jack Summit Apt. 073, North Luis, AR 30360",Remote,Medium,Yes,Self,Yes,Support needed for physiotherapy exercises,Request for someone to assist with basic wound dressing.,Telugu,80f79c2c-8d76-4538-87bc-f65883e23e9d,Assigned,17,,
45d04bee-d683-4e91-9a93-8b75741b4bf1,Elderly Support,"83144 Drake Glen, West Anthonyville, HI 76065",Remote,Low,No,Others,Yes,Assistance needed for grocery shopping,Family needs a volunteer to remind an elderly person about medications.,Tamil,1742b812-39ed-4c9b-8587-bd6ad222b2bc,Completed,26,,
e2ebcfab-2ddb-462f-b5ea-e9987830f772,Clothing Support,"92777 Gabrielle Wall, West Rebecca, MH 08745",InPerson,Medium,Yes,Others,Yes,Requesting blankets and jackets,A low-income family needs warm clothing for two adults and one child.,Telugu,4d597041-d9d7-4f96-a2f5-00d0578ae564,Open,4,,
f51934be-0b58-4020-81d8-29aa92bb017e,Education and Career Support,"5179 Anna Loaf Apt. 936, West Holly, VT 49460",Remote,Medium,Yes,Others,No,Mentor required for college application,Student needs academic support in math and science for weekly sessions.,Hindi,a2410314-b056-45f2-89aa-9d5ef56a2205,Completed,29,,
a6540edd-d375-4e1a-979c-76188ffa8798,Food and Essentials,"72784 Charles Ridge, Johnsonshire, OK 75041",Remote,High,Yes,Others,No,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,Spanish,466ebe48-a92d-4888-a7ca-08ff2e61ec7f,Open,1,,
9c285229-80f7-4faa-b5ed-f0c0d7d6f55a,Education and Career Support,"86858 Johnson Springs, West Roberthaven, CO 56531",InPerson,Low,Yes,Others,No,Help with resume and job search,Looking for a mentor to guide a student with college applications.,English,9f729214-de85-48eb-90e3-1ab5dfadc23c,Open,2,,
9608841b-f2a6-4b4b-bc57-cdac36d36f91,Healthcare and Wellbeing,"2884 Lee Shores Suite 709, South Austin, WV 82914",InPerson,Low,No,Self,No,Support needed for physiotherapy exercises,Request for someone to assist with basic wound dressing.,Spanish,7276d7a2-4480-4147-975f-5b194948c3c5,Open,11,,
1233f3e7-98c5-47fe-961e-afa4020fd331,Housing,"557 Burke Crossing Apt. 589, East Philip, SD 33740",Remote,Medium,No,Self,No,Temporary shelter assistance,Family needs help fixing plumbing and electrical issues.,Telugu,9c09d697-fc79-40a2-838f-c1d2573a8eb7,Completed,6,,
43a15220-9397-45dd-882f-8843a9a6cf99,Elderly Support,"53854 Ponce Mall Apt. 538, Duffytown, WV 98344",InPerson,Low,Yes,Others,No,Assistance needed for grocery shopping,Family needs a volunteer to remind an elderly person about medications.,Tamil,2f9591c5-47dc-42ee-95d9-540406ec4074,Completed,9,,
42f44433-39ee-443b-af0d-3a77eefe7fb3,Education and Career Support,"7162 Kirk Mountain Suite 669, West Heather, NV 35516",Remote,High,Yes,Self,No,Help with resume and job search,A job seeker needs help preparing a resume and practicing interviews.,English,d84ae336-dcd6-4405-a207-5d7d9840d597,Assigned,3,,
5814ad2e-7743-46df-a709-1233e7115e29,Education and Career Support,"875 Strickland Junctions, Kingview, MP 44325",InPerson,Low,No,Self,No,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Spanish,8bc98923-ff2d-4a83-a071-cdf02bb78d21,Assigned,13,,
985c4ffe-7ee6-4cee-b3ae-f4a2c4fcb840,Education and Career Support,"2683 Steven Pass, Lake Williamstad, MI 55881",Remote,High,Yes,Others,No,Need tutor for school subjects,A job seeker needs help preparing a resume and practicing interviews.,Spanish,17695c71-5313-40e2-b501-58eb68b8f649,Open,18,,
14268e22-e3ac-4acd-a183-ba32553a22bd,Food and Essentials,"928 Brianna Fords, Lake William, DE 69087",InPerson,High,No,Self,Yes,Help needed with meal delivery,A family needs cooked meals delivered daily for two weeks.,English,ba4f32ed-e7c3-4ec7-ba7f-52927b5d9cc0,Completed,1,,
07d15301-c970-49b1-9999-ab76039fe88c,Clothing Support,"75901 Walters Brook, Leroyfurt, AK 21572",InPerson,Medium,No,Others,No,Requesting blankets and jackets,Immediate need for blankets due to cold weather in the area.,Telugu,7f529b1b-e263-4cf4-b684-a9be1380b73e,Assigned,5,,
42a1706a-2959-4722-b329-7d41048dc30c,Healthcare and Wellbeing,"561 Deborah Crossing, Zacharyview, MP 59245",InPerson,Low,Yes,Others,No,Help required for basic wound dressing,Individual needs help performing daily physiotherapy exercises.,Hindi,21918cef-b3f8-4227-b867-d8ff5843ee75,Assigned,19,,
c8735786-feed-4c66-ab4b-5bd2afcf75e5,Clothing Support,"USNV Stewart, FPO AA 53658",InPerson,Low,No,Self,No,Requesting blankets and jackets,Looking for volunteers to sort and distribute donated clothes at the community center.,Tamil,f67e23a0-99ce-4b98-98bf-57073c2cae59,Assigned,7,,
0c6568de-a772-4bba-9b9b-b12ee6a316f5,Food and Essentials,"889 Ayers Parkways Suite 008, East Rachelmouth, NY 67458",Remote,Medium,Yes,Self,No,Essential supplies required,Volunteers required to distribute food kits to 20 families.,Hindi,203bc8ed-1722-4614-9f93-f9b609161139,Assigned,10,,
acdc6b32-106e-45e7-b5d9-4046d57e9461,Housing,"9559 Connie Turnpike, New Kimberlyburgh, PR 44948",InPerson,High,No,Others,No,Temporary shelter assistance,Volunteers needed for packing and moving household items.,Spanish,4552df60-1773-4c1e-8a6f-5d4fac272370,Completed,14,,
8f503dd1-8701-450b-9e38-bccd41ce4b03,Food and Essentials,"37152 Manning Cove Suite 816, North Jenniferton, WA 60804",InPerson,High,Yes,Others,No,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Hindi,37f78f89-0f86-4d28-92c9-e540668349a1,Open,17,,
6d3bff34-2e20-49f5-9527-abd513937f5c,Housing,"0865 Ashley Ridges Suite 055, Wallaceberg, GU 40428",Remote,Medium,No,Others,Yes,Help with minor home repairs,Volunteers needed for packing and moving household items.,Tamil,5c994263-0c10-45f1-a04d-63704b8ba9bb,Assigned,11,,
9a5952cb-aac9-4802-a73b-041d0910ee25,Elderly Support,"9505 Peterson Track Apt. 975, West Joseph, NY 93856",InPerson,High,No,Self,Yes,Medication reminder support needed,Family needs a volunteer to remind an elderly person about medications.,Spanish,f7a8e08c-6a36-47f3-b6c1-94f43d7abb82,Assigned,30,,
0175a33a-b2f4-4768-99e2-d9293f68c9bd,Education and Career Support,"PSC 7018, Box 7859, APO AE 86937",Remote,Low,No,Self,No,Help with resume and job search,A job seeker needs help preparing a resume and practicing interviews.,Bengali,e151fe24-bc69-452d-b956-a52e85853578,Completed,25,,
ade4d259-c2fe-4ab7-b6fc-399da3d4b032,Education and Career Support,"5359 Yvonne Coves, East Lucas, LA 28643",InPerson,Medium,No,Others,Yes,Mentor required for college application,Looking for a mentor to guide a student with college applications.,Hindi,93a97111-4c82-4037-b3a9-c1ea57ee2cc0,Assigned,30,,
ad356537-0f1e-4f6b-9863-14f808b77d1b,Food and Essentials,"9386 Joe Via Apt. 277, East Emily, VA 85611",Remote,High,No,Others,No,Essential supplies required,Volunteers required to distribute food kits to 20 families.,Hindi,022c3dd1-73ca-43ea-a4e2-40d717471f5b,Assigned,9,,
a1d6bc0a-9124-4b53-8a3c-0040ee82fc5c,Elderly Support,"01765 Shaffer Knolls, Lake Jeffrey, VA 11413",InPerson,Medium,No,Others,No,Companion for elderly person,Family needs a volunteer to remind an elderly person about medications.,Tamil,cf07d385-c81e-4120-8953-5411a2b24172,Open,19,,
95bd9091-3cce-4908-82d9-fb333cbc9e64,Housing,"3931 Valerie Well Suite 081, Julietown, MO 46791",Remote,High,Yes,Others,Yes,Support needed for shifting,Family needs help fixing plumbing and electrical issues.,English,44869901-7d1b-4463-bbd2-8ddbcdbd8b1e,Assigned,24,,
7efc60e8-b51a-4cd0-acf1-616ad9367f0e,Food and Essentials,"42814 Rodney Prairie Apt. 068, East Jeremymouth, NV 90566",Remote,High,Yes,Others,No,Help needed with meal delivery,Volunteers required to distribute food kits to 20 families.,Telugu,9ccc2a97-313a-4af3-bff5-cbc71f758087,Open,1,,
7d535a28-159d-448c-bcea-50027e1b810b,Housing,"66519 Gutierrez Port, Jonesville, KS 35341",Remote,Medium,Yes,Self,No,Support needed for shifting,Volunteers needed for packing and moving household items.,English,ce9948e2-a289-484f-aa35-edca1a26988a,Completed,8,,
2820384d-9485-4383-bbfb-1a4541ffcb8d,Food and Essentials,"429 Williams Hill Apt. 061, Lake Madisonborough, MD 95310",Remote,Medium,Yes,Others,Yes,Help needed with meal delivery,Volunteers required to distribute food kits to 20 families.,Hindi,e90f9df7-0c31-407d-b6a0-11f5fa146ef8,Assigned,22,,
8abdb31b-cd78-460e-9c8a-17378892c57d,Education and Career Support,"Unit 1956 Box 0512, DPO AA 81905",InPerson,Medium,No,Others,Yes,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Bengali,7bbbca72-6a6d-4934-939c-c09780c1c4da,Assigned,21,,
b0114f18-e71f-4df1-bd89-f265fba11fe4,Education and Career Support,"289 Dorsey Groves Suite 400, Floresmouth, OH 22206",Remote,Low,No,Others,No,Need tutor for school subjects,Looking for a mentor to guide a student with college applications.,Spanish,452e7255-55a9-4ae9-9a49-b39bbedfcecd,Open,9,,
078e80dd-2f72-4892-8f6b-de7a81f8f77f,Elderly Support,"614 Hector Center Apt. 319, Lake Kyle, GA 78141",Remote,High,No,Self,No,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Hindi,7e529187-328a-47b3-af75-d45ca29f0052,Completed,20,,
71bb6e1a-efec-4358-a760-1b53a47353ff,Education and Career Support,"97244 Davis Meadow, Shawfurt, LA 57599",Remote,Low,Yes,Self,No,Help with resume and job search,A job seeker needs help preparing a resume and practicing interviews.,Telugu,9afc0d10-5b85-4a65-b73a-7a3c4bc4da93,Assigned,27,,
c2ba1854-6e94-4de6-864f-808b61c9d71a,Food and Essentials,"516 Anna Throughway Apt. 281, Rebeccaland, MA 95726",Remote,Medium,Yes,Others,No,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,Telugu,192a1331-5cc2-41be-87b4-264772f16b42,Assigned,9,,
b44262c4-4c6b-47d1-aff4-83942d5ddbed,Education and Career Support,"471 White Mountain Apt. 082, North Brittany, KY 80426",Remote,Low,No,Self,Yes,Need tutor for school subjects,Looking for a mentor to guide a student with college applications.,Tamil,70dab6a5-d323-4936-8c0b-7331f0a88734,Assigned,16,,
79cd6004-2a27-4923-bc6a-092aa66eea0f,Healthcare and Wellbeing,"7724 Jennifer Trafficway Apt. 393, East Dawn, WY 74065",Remote,Medium,No,Others,Yes,Support needed for physiotherapy exercises,Individual needs help performing daily physiotherapy exercises.,Tamil,a3c174cd-f6c5-495f-a393-45417b97571c,Open,15,,
56788ad3-bf67-473b-90bb-71b848a8ea08,Clothing Support,"740 Ryan Passage, New Karastad, OH 23165",Remote,High,No,Others,Yes,Need winter clothing for family,A low-income family needs warm clothing for two adults and one child.,Spanish,4d76b846-86c1-48ce-b412-d3c6a300c6b1,Open,30,,
6d1f5ae1-8bd7-4c93-a82e-a467b93c4a93,Clothing Support,"104 Carol Keys, Sosaview, TX 21946",Remote,High,No,Self,Yes,Help required for donated clothes sorting,Immediate need for blankets due to cold weather in the area.,Hindi,0047c1a2-3af7-44a0-87db-c425aa84827e,Open,18,,
69a4d4f7-d7ff-4014-84d4-72f0b9fae5e7,Housing,"PSC 4901, Box 4168, APO AE 86028",Remote,Medium,Yes,Self,Yes,Help with minor home repairs,Volunteers needed for packing and moving household items.,Hindi,ec849a8a-2fcf-4f74-9322-8f8f92fb4699,Open,22,,
1ff0b6a1-cec3-4def-8820-0f68aad53f18,Elderly Support,"322 Fisher Common Suite 121, Maryberg, TN 26138",Remote,Low,No,Self,No,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Tamil,f2e4fa49-74c3-4c9b-9463-2c6a36e4dc03,Completed,12,,
160709a2-b96b-49e9-be3c-d492096229d2,Housing,"782 Boone Route Suite 701, New Jonbury, IN 93349",Remote,High,No,Self,No,Help with minor home repairs,Person needs temporary shelter after losing housing.,Bengali,d9ab47ef-a1c8-4f0b-9414-96a18b8ffcb1,Open,10,,
2968d75f-ba63-4515-97b1-3f9296f1552a,Housing,"28391 Gutierrez Run, East Maxfort, TN 45087",InPerson,High,Yes,Self,Yes,Support needed for shifting,Person needs temporary shelter after losing housing.,Telugu,3a12a8ec-1b8c-4fbb-9087-89a1d6ba4f18,Open,21,,
389c4980-d94c-4208-aef4-ac2a09edacfc,Food and Essentials,"4134 Lisa River Suite 769, West Gregoryton, PA 72716",Remote,Low,Yes,Self,No,Essential supplies required,Volunteers required to distribute food kits to 20 families.,Hindi,02bbedbc-3a16-4e13-9f95-d94f8f2bde29,Assigned,1,,
cc85a811-2bf0-42be-a58f-494e90cc33a9,Healthcare and Wellbeing,"3714 Tony Trace, Wilsonfurt, UT 29027",InPerson,High,Yes,Others,Yes,Support needed for physiotherapy exercises,Request for someone to assist with basic wound dressing.,Spanish,3d01e87d-3c60-443f-9366-c0eb6d6b9172,Completed,20,,
d7f1b234-211d-4b7c-aa70-e5b8920a0c68,Housing,"3555 Anthony Estates Suite 452, North Amanda, WA 26817",InPerson,High,No,Self,Yes,Help with minor home repairs,Volunteers needed for packing and moving household items.,Hindi,f83bac3e-fc2d-4fdb-b602-92d5cbba03ae,Assigned,21,,
bd5898f3-157a-40ec-800a-e95ad2e2812e,Housing,"985 Brandy Burg Apt. 885, New Ann, PW 54002",InPerson,High,No,Self,Yes,Support needed for shifting,Family needs help fixing plumbing and electrical issues.,Bengali,9fd3447d-1b76-4b09-8d4e-ec6174631bbb,Assigned,22,,
05aec5fc-6c46-4fe5-8511-f2961971ff4c,Elderly Support,"1637 Williams Squares Apt. 144, South Alison, IL 62394",InPerson,Low,No,Self,Yes,Medication reminder support needed,An elderly resident needs weekly help with groceries.,Hindi,570e3d08-1f08-43b8-b28f-508a60f35f9e,Completed,27,,
4401055d-5939-4687-a44d-a89b6e7c2742,Elderly Support,"229 Kristina Camp, New Jeremy, IA 25673",InPerson,Medium,Yes,Self,No,Companion for elderly person,Family needs a volunteer to remind an elderly person about medications.,Telugu,e8dc1935-cbc7-4deb-b354-e26aec48eaaf,Open,17,,
8b28fdc0-a5ed-4d66-938c-412733434d7d,Education and Career Support,"44219 Perez Square, Villegasport, CT 86767",Remote,Low,No,Self,No,Help with resume and job search,A job seeker needs help preparing a resume and practicing interviews.,Bengali,55c59e54-e57d-4c11-81c2-cd24fd7925b3,Completed,8,,
2a58e64c-57b6-4afb-a2ea-9a63005a5f50,Clothing Support,"6937 Elizabeth Lights Suite 422, Greenmouth, MD 84817",Remote,Low,No,Others,Yes,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,Bengali,ad78be21-2c03-49c8-8aad-62f307ae065c,Completed,2,,
3d867676-3cfe-47bc-9ce9-35b7fb4972dc,Food and Essentials,"1631 Monica Mill Apt. 592, Smithhaven, MT 02168",Remote,Low,Yes,Self,No,Essential supplies required,Volunteers required to distribute food kits to 20 families.,Spanish,574907ee-071c-4c9f-b5de-d283be50f2ec,Completed,16,,
59df1dfd-3226-48c6-a3a8-acad051db2e5,Food and Essentials,"235 Tyler Causeway, East Janiceburgh, PW 55613",Remote,Medium,No,Others,No,Essential supplies required,Essential food supplies needed for a financially distressed family.,English,e409dc6d-b207-4167-9a1e-ed65c260fab7,Completed,29,,
111bfeb0-bdda-4930-9cc9-4e488bf430d1,Clothing Support,"26903 Richard Glen, West Johnton, GA 82703",InPerson,Medium,No,Others,No,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,Bengali,9ec16f53-45ad-4bce-b5e6-d9ec82535a0b,Completed,1,,
dc30f2b4-6c59-4c1a-9341-f31a4097090e,Clothing Support,"PSC 6765, Box 8137, APO AA 89682",InPerson,High,No,Others,Yes,Need winter clothing for family,A low-income family needs warm clothing for two adults and one child.,Telugu,6c593804-9005-49f7-9e32-ead49ddb12a2,Completed,17,,
152e4e92-b0b1-4d2a-a63a-485965ac7ea2,Elderly Support,"333 Benjamin Inlet Suite 788, Grahamville, RI 66506",Remote,Medium,Yes,Self,No,Companion for elderly person,Family needs a volunteer to remind an elderly person about medications.,Spanish,be577aca-4a05-4cb5-8c37-aedd70dcd079,Assigned,5,,
e52da21a-e5d5-4e7a-ab64-73346e76c1be,Elderly Support,"9926 Smith Trafficway, Michaelchester, UT 39258",InPerson,Low,No,Self,Yes,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Telugu,18b46bc5-47e5-49d1-a9a0-69546eee8c1e,Open,22,,
74ce7762-33f1-4bca-8d4f-a652766ed389,Food and Essentials,"67703 Matthew Trafficway, Angieborough, VT 46119",InPerson,Medium,Yes,Self,No,Essential supplies required,A family needs cooked meals delivered daily for two weeks.,Bengali,fa0a51cf-7865-415f-a7ce-84e5f3de3775,Open,9,,
955e191c-c44e-4da6-a0d0-ec4f5d6055f6,Housing,"78778 Salazar Burg Apt. 119, Reneehaven, TX 35799",InPerson,Low,Yes,Others,No,Support needed for shifting,Family needs help fixing plumbing and electrical issues.,Telugu,e9230334-b387-430e-836e-966e8b052d96,Completed,10,,
fa5be8d1-34a5-42bb-8344-870ca6626caf,Healthcare and Wellbeing,"2907 Lopez Hollow, Port Elizabeth, NY 82958",Remote,High,No,Self,Yes,Support needed for physiotherapy exercises,Individual needs help performing daily physiotherapy exercises.,Telugu,2ffdeccc-3c11-4458-bd77-f2d935d971df,Completed,24,,
bef0e979-3ff4-4d00-9bd3-3188f64b6a90,Clothing Support,"4207 Stark Pike Apt. 483, Sharonborough, PR 92296",Remote,High,No,Self,Yes,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,English,7068376f-92ae-4d33-a304-991851b08c84,Open,18,,
a48109f7-ffd6-4230-b7bc-f5541223ae98,Elderly Support,"USNV Cox, FPO AP 64411",InPerson,Low,No,Self,Yes,Medication reminder support needed,A senior citizen is looking for someone to talk with daily.,Bengali,79ae9a67-ae69-49e4-adfc-11ac6a505a41,Completed,13,,
e1905933-3710-4bc0-ae85-2c0de37afc2e,Education and Career Support,"46452 Caleb Stravenue Suite 269, Jasonport, FM 23322",InPerson,Low,Yes,Others,No,Need tutor for school subjects,A job seeker needs help preparing a resume and practicing interviews.,English,073a578b-94e0-437e-b48e-5e59446cb242,Completed,6,,
03b75d9e-7ad7-4e9e-8763-eb55759af7e5,Healthcare and Wellbeing,"118 Steven Flats, Port Laura, MH 00632",InPerson,Low,Yes,Others,Yes,Help required for basic wound dressing,Volunteer needed to accompany a patient to a medical appointment.,Spanish,dba1b9c4-f363-4162-ad88-3245a4835165,Completed,16,,
a779a44b-923f-45df-8d2a-6e21b3bae6e6,Housing,"9450 Martinez Forest, Porterland, NY 39488",InPerson,High,Yes,Others,Yes,Support needed for shifting,Person needs temporary shelter after losing housing.,Hindi,2163a143-8a11-4b30-80cc-fca9032798bf,Assigned,20,,
ad2fed71-3727-40ab-a372-e626adc9f283,Food and Essentials,"4817 Martin Parkways, Duncanmouth, TX 92939",InPerson,Medium,No,Self,No,Essential supplies required,Essential food supplies needed for a financially distressed family.,Hindi,364b24fb-f3cc-4ee6-837c-c417c07caf30,Completed,5,,
00e7f391-8968-40de-9aad-73786682c15b,Elderly Support,"3353 Simpson Roads Apt. 215, Lake Meaganmouth, MP 83728",InPerson,Medium,Yes,Self,Yes,Assistance needed for grocery shopping,An elderly resident needs weekly help with groceries.,Bengali,48f6859d-d5d3-48ba-aa5c-7149fb2a3ae5,Open,19,,
440a3a01-7bdd-4e98-96e1-2f9fbcc11a9f,Food and Essentials,"459 Timothy Mills, East Patrick, GA 44945",InPerson,Low,No,Self,Yes,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Bengali,d098c61a-4954-4538-831a-646a719faf15,Completed,3,,
daa788d4-c8e2-4e3c-96d1-352b21761295,Food and Essentials,"9900 Ball Estates, South Kellytown, NV 49311",Remote,Medium,No,Self,Yes,Help needed with meal delivery,Essential food supplies needed for a financially distressed family.,Telugu,9d1e1817-c92b-475f-b9e7-d62b842b3db4,Completed,27,,
b77a572c-7b93-42bb-8d0e-2166bb91ae2b,Education and Career Support,"PSC 7646, Box 8142, APO AE 24627",Remote,High,Yes,Self,No,Mentor required for college application,A job seeker needs help preparing a resume and practicing interviews.,Spanish,a3e2452c-216f-4b9d-af2f-9dc914f80634,Assigned,9,,
99f6bfd5-7c3c-4b73-a485-626d7e05e5cc,Education and Career Support,"19582 Cassandra Mission, North Dawnfort, NY 29905",Remote,High,Yes,Others,Yes,Need tutor for school subjects,Looking for a mentor to guide a student with college applications.,English,c387dae7-dc4f-40b9-b0f7-64c6691a474a,Open,27,,
8a9ca4c2-f287-4bb1-bf31-2974f2b5dabf,Housing,"0229 Jessica Burg, Christophershire, TX 10032",InPerson,Medium,Yes,Self,No,Temporary shelter assistance,Volunteers needed for packing and moving household items.,Tamil,934e58e7-f2c7-4353-b49b-06f22c4db361,Completed,30,,
9da5445c-9cb6-4044-a4b4-ccae52cc19c0,Healthcare and Wellbeing,"Unit 1867 Box 4234, DPO AA 27681",Remote,High,No,Others,No,Medical appointment assistance,Volunteer needed to accompany a patient to a medical appointment.,Spanish,2c9d75b1-b0f4-44ac-ae59-79e4e6571690,Completed,16,,
d9c5496f-e8e1-4c55-8a0b-10bb61943c4e,Education and Career Support,"USNS Robertson, FPO AE 13704",Remote,High,No,Others,Yes,Mentor required for college application,A job seeker needs help preparing a resume and practicing interviews.,Tamil,819dfcc9-ddba-47e0-9bbc-9f2d73cb67e2,Open,1,,
74e91655-07b1-4d96-9bb8-b638d7d046b0,Clothing Support,"233 Butler Squares Apt. 932, New John, OR 55395",InPerson,High,No,Others,No,Need winter clothing for family,A low-income family needs warm clothing for two adults and one child.,Tamil,c2d1110d-be0f-4082-9088-e380ae964c99,Completed,11,,
dc4892a0-a199-456c-9096-218bfe4fd513,Healthcare and Wellbeing,"2455 Shawn Parks, Josephbury, MD 93368",InPerson,High,Yes,Self,Yes,Medical appointment assistance,Request for someone to assist with basic wound dressing.,Telugu,9e834884-113e-4286-a88d-59d94aa4e051,Open,2,,
cc8557b5-8ed2-42f6-95f2-3f88e96a0fca,Food and Essentials,"09224 Sarah Street Apt. 964, Hartmanfurt, FM 27093",InPerson,Medium,No,Self,No,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,Bengali,81098cf2-1e3b-428d-aae9-ff9ae1565074,Completed,3,,
335379ee-1364-46fa-99de-c9a7ca2d0add,Healthcare and Wellbeing,"294 Brewer Centers, Katherineberg, WI 57100",InPerson,Medium,Yes,Self,Yes,Medical appointment assistance,Volunteer needed to accompany a patient to a medical appointment.,Tamil,d544a64c-dece-4e0a-b5ff-0257014f1cb0,Open,23,,
